,,,,,,,,,,,
ARRN,SEQ,HLT,soc1,soc2,soc3,english,용어1,용어2,용어3,용어4,용어5
0302,004,0302,0600,,,SMALL INTESTINE OBSTRUCTION,소장폐쇄,소장막힘,작은창자막힘,,
0302,005,0302,0600,,,BOWEL OBSTRUCTION,장막힘,장폐쇄,,,
0302,006,0302,0600,,,GI TRACT OBSTRUCTION,위장관막힘,위창자관막힘,위장관폐쇄,,
0302,007,0302,0600,,,INTUSSUSCEPTION,장중첩증,,,,
0302,008,0302,0600,,,LARGE BOWEL OBSTRUCTION,큰창자막힘,대장막힘,대장폐쇄,,
0302,009,0302,0600,,,DUODENAL OBSTRUCTION,십이지장막힘,샘창자막힘,십이지장폐쇄,,
0303,001,0302,0600,,,INTESTINAL STENOSIS,창자협착증,장협착증,장협착,,
0303,003,0302,0600,,,GI TRACT STENOSIS ANY SITE,위장관협착,,,,
0303,004,0302,0600,,,COLON STENOSIS,대장협착,잘록창자협착,,,
0303,005,0302,0600,,,STENOSIS DUODENAL,십이지장협착,샘창자협착,,,
0304,001,0304,0600,,,INTESTINAL ULCERATION,장궤양형성,창자궤양형성,장궤양,,
0304,003,0304,0600,,,SMALL INTESTINE ULCER,소장궤양,작은창자궤양,,,
0304,004,0304,0600,,,SMALL INTESTINAL ULCER NOS,상세불명의소장궤양,상세불명의작은창자궤양,,,
0304,005,0304,0600,,,ILEAL ULCER,회장궤양,돌창자궤양,,,
0305,001,0304,0600,,,INTESTINAL ULCERATION PERFORATED,천공성창자궤양,천공성장궤양,장궤양천공,,
0305,003,0304,0600,,,ILEAL ULCER PERFORATION,회장궤양천공,돌창자궤양뚫림,,,
0306,001,0294,0600,0700,1230,MELAENA,흑색변,흑변,검은변,,
0306,003,0294,0600,0700,1230,STOOL TARRY,타르성변,타르성대변,,,
0306,004,0294,0600,0700,1230,FAECES BLOODSTAINED,피가묻은대변,혈액착색된대변,,,
0306,005,0294,0600,0700,1230,BLOOD IN STOOL,대변내혈액,혈변,,,
0306,006,0294,0600,0700,1230,STOOL BLACK,검은변,흑변,흑색변,,
0306,007,0294,0600,0700,1230,FAECAL OCCULT BLOOD POSITIVE,잠혈검사양성대변,대변잠혈검사양성,,,
0307,001,,0600,,,MUCOSAL DISCOLOURATION GI,위장관점막변색,위장점막변색,,,
0308,001,,0600,,,NAUSEA,오심,욕지기,메스꺼움,,
0308,003,,0600,,,GAGGING,구역질,구역,,,
0308,004,,0600,,,RETCHING,구역질,,,,
0308,005,,0600,,,NAUSEA AGGRAVATED,욕지기악화,오심악화,메스꺼움악화,,
0309,001,1059,0600,,,OESOPHAGITIS,식도염,,,,
0309,003,1059,0600,,,OESOPHAGEAL BURN,식도화상,,,,
0309,004,1059,0600,,,OESOPHAGITIS CHEMICAL,화학성식도염,,,,
0309,005,1059,0600,,,OESOPHAGITIS AGGRAVATED,식도염악화,,,,
0309,006,1059,0600,,,OESOPHAGEAL PAIN,식도통증,,,,
0310,001,,0600,,,OESOPHAGOSPASM,식도연축,식도경련,,,
0311,001,0315,0600,,,OESOPHAGEAL ULCERATION,식도궤양형성,식도궤양화,,,
0312,001,0315,0600,,,OESOPHAGEAL ULCERATION HAEMORRHAGIC,출혈성식도궤양화,출혈성식도궤양형성,,,
0313,001,,0600,1230,,ORAL HAEMORRHAGE,구강출혈,입출혈,,,
0313,003,,0600,1230,,MOUTH HAEMORRHAGE,구강출혈,입출혈,,,
0314,001,,0600,,,PANCREATITIS,췌장염,이자염,,,
0314,003,,0600,,,PANCREATITIS CHRONIC,만성췌장염,만성이자염,,,
0314,004,,0600,,,PANCREATITIS ACUTE,급성췌장염,급성이자염,,,
0314,005,,0600,,,PANCREATITIS RELAPSING,재발성췌장염,재발성이자염,,,
0314,006,,0600,,,PANCREATITIS HAEMORRHAGIC,출혈성췌장염,출혈성이자염,,,
0314,007,,0600,,,PANCREATITIS ACUTE ON CHRONIC,만성췌장염에급성췌장염이겹쳐발생함,만성췌장염의급성췌장염중첩발생,,,
0314,008,,0600,,,PANCREATITIS NECROTISING,괴사성췌장염,괴사성이자염,,,
0314,009,,0600,,,PANCREATITIS AGGRAVATED,췌장염악화,이자염악화,,,
0315,001,0315,0600,,,PEPTIC ULCER,소화궤양,소화성궤양,,,
0315,002,0315,0600,,,GASTROINTESTINAL ULCER,위장궤양,위창자궤양,위장관궤양,,
0316,001,0315,0600,,,PEPTIC ULCER HAEMORRHAGIC,출혈성소화성궤양,출혈성소화궤양,,,
0316,002,0315,0600,,,GASTROINTESTINAL ULCER HAEMORRHAGE,위장궤양출혈,위창자궤양출혈,위장관궤양출혈,,
0317,001,0315,0600,,,PEPTIC ULCER HAEMORRHAGIC PERFORATED,천공성출혈성소화성궤양,천공성출혈성소화궤양,출혈및천공성소화성궤양,천공및출혈성소화성궤양,
0317,003,0315,0600,,,PEPTIC ULCER PERFORATION AND HAEMORRHAGE,소화성궤양천공및출혈,소화궤양천공및출혈,,,
0318,001,0315,0600,,,PEPTIC ULCER PERFORATED,천공성소화성궤양,천공성소화궤양,,,
0319,001,0315,0600,,,PEPTIC ULCER REACTIVATED,재활성화된소화성궤양,재활성화된소화궤양,소화성궤양재활성,,
0320,001,,0600,1830,,PERITONITIS,복막염,,,,
0320,002,,0600,1830,,PERITONITIS FUNGAL,진균성복막염,,,,
0321,001,0271,0600,,,PROCTITIS,직장염,곧창자염,,,
0321,003,0271,0600,,,PROCTITIS HAEMORRHAGIC,출혈성직장염,출혈성곧창자염,,,
0322,001,0271,0600,,,PROCTITIS ULCERATIVE,궤양성직장염,궤양성곧창자염,,,
0323,001,,1500,0600,,PYLORIC STENOSIS,유문협착,날문협착,,,
0323,003,,1500,0600,,PYLORUS HYPERTROPHIC CONGENITAL,선천성유문비대,선천적유문비대,선천성날문비대,선천적날문비대,
0324,001,,0600,,,RECTAL DISORDER,직장질환,곧창자질환,,,
0325,001,,0600,,,SALIVARY GLAND ENLARGEMENT,침샘비대,타액선비대,,,
0325,004,,0600,,,PAROTID ENLARGEMENT,귀밑샘비대,이하선비대,,,
0326,001,,0600,,,SALIVARY GLAND PAIN,침샘통증,타액선통증,,,
0327,001,0327,0600,,,STOMATITIS,구내염,입안염,,,
0327,003,0327,0600,,,MOUTH IRRITATION,입자극,구강자극,,,
0327,004,0327,0600,,,BUCCAL INFLAMMATION,볼염증,구강염,,,
0327,005,0327,0600,,,ORAL PAIN,구강통증,입통증,,,
0327,006,0327,0600,,,BURNING SENSATION MUCOSAL,점막작열감,점막화끈거림,점막타는듯한느낌,,
0328,001,0327,0600,,,STOMATITIS ULCERATIVE,궤양성구내염,궤양성입안염,,,
0328,003,0327,0600,,,CANKER SORES ORAL,구강궤양통증,,,,
0328,004,0327,0600,,,MOUTH NECROSIS,입괴사,구강괴사,,,
0328,005,0327,0600,,,ORAL ULCERATION,구강궤양형성,,,,
0328,006,0327,0600,,,MOUTH ULCERATION,입궤양형성,,,,
0328,007,0327,0600,,,BUCCAL MUCOSA ULCERATION,볼점막궤양형성,구강점막궤양,,,
0328,008,0327,0600,,,ULCERS APHTHOUS ORAL,아프타성구강궤양,입안아프타성궤양,,,
0328,009,0327,0600,,,EROSION GINGIVAL,잇몸미란,잇몸까짐,,,
0328,011,0327,0600,,,PHARYNGEAL ULCERATION,인두궤양형성,,,,
0328,012,0327,0600,,,MOUTH ULCERATION  AGGRAVATED,구강궤양형성악화,입궤양형성악화,,,
0328,013,0327,0600,,,BUCCAL MUCOSAL ROUGHENING,볼점막거칠어짐,구강점막거칠음,,,
0329,001,0330,0600,,,TONGUE DISCOLOURATION,혀변색,,,,
0329,003,0330,0600,,,TONGUE BLACK,검은혀,검은혀증,,,
0329,004,0330,0600,,,TONGUE BROWN,갈색혀,갈색혀증,,,
0329,005,0330,0600,,,TONGUE WHITE,백색혀,백색혀증,,,
0329,006,0330,0600,,,TONGUE BLACK FURRY,흑태가낀혀,검은색의설태가낀혀,,,
0330,001,0330,0600,,,TONGUE DISORDER,혀질환,,,,
0330,003,0330,0600,,,TONGUE TREMOR,혀떨림,,,,
0330,004,0330,0600,,,TONGUE HAEMORRHAGE,혀출혈,,,,
0330,005,0330,0600,,,GLOSSOPTOSIS,설하수증,혀처짐,,,
0330,006,0330,0600,,,PLICATED TONGUE,균열혀,주름진혀,고랑혀,,
0330,007,0330,0600,,,TONGUE ATROPHY,혀위축,,,,
0331,001,0330,0600,,,TONGUE OEDEMA,혀부종,,,,
0332,001,0330,0600,,,TONGUE ULCERATION,혀궤양형성,혀궤양,,,
0332,003,0330,0600,,,TONGUE DESQUAMATION,혀상피벗겨짐,혀표피탈락,혀벗겨짐,,
0333,001,0336,0600,,,TOOTH CARIES,충치,치아우식,치아우식증,,
0333,003,0336,0600,,,DENTAL CARIES,충치,치아우식,치아우식증,,
0334,001,0336,0600,,,TOOTH CARIES AGGRAVATED,충치악화,치아우식악화,,,
0335,001,0336,0600,,,TOOTH DISCOLOURATION,치아변색,,,,
0335,003,0336,0600,,,TEETH STAINING,치아염색,,,,
0335,004,0336,0600,,,ENAMEL MOTTLING,사기질반점형성,사기질얼룩형성,에나멜반점형성,에나멜얼룩형성,
0335,005,0336,0600,,,TEETH MOTTLING,치아반점형성,치아반점,치아얼룩형성,치아얼룩,
0335,006,0336,0600,,,TEETH YELLOW,황색치아,황색이,,,
0336,001,0336,0600,,,TOOTH DISORDER,치아질환,,,,
0336,003,0336,0600,,,TOOTH INJURY,치아손상,이손상,,,
0336,004,0336,0600,,,DENTAL DISORDER NOS,상세불명의치아질환,,,,
0336,006,0336,0600,,,TOOTH DECALCIFICATION,치아탈석회화,치아탈회,치아탈석회화,,
0336,007,0336,0600,,,SENSITIVITY OF TEETH,치아민감도,치아의민감도,민감성치아,,
0336,008,0336,0600,,,DENTAL DISCOMFORT,치아불편감,치아불편,,,
0336,009,0336,0600,,,RADICULAR CYST,치근낭,치근낭종,치아뿌리낭,치아뿌리낭종,
0337,001,0336,0600,,,TOOTH HYPOPLASIA,치아형성저하증,,,,
0337,003,0336,0600,,,TOOTH FORMATION RETARDED,치아형성지연,지연된치아형성,,,
0337,004,0336,0600,,,DENTAL DEVELOPMENT IMPAIRED,치아발달부전,치아형성부전,,,
0337,005,0336,0600,,,ENAMEL HYPOPLASIA,사기질형성부전,사기질형성저하,에나멜형성부전,에나멜형성저하,
0337,006,0336,0600,,,ODONTOGENESIS IMPAIRED,치아발생부전,치아형성부전,,,
0338,001,0345,0700,,,BILIARY PAIN,담도통증,담낭통증,쓸개동통,,
0338,003,0345,0700,,,BILIARY COLIC,담도산통,담낭산통,간헐성담낭통,,
0338,004,0345,0700,,,SPASM BILIARY,담낭연축,담도연축,쓸개연축,담낭경련,
0339,001,0356,0700,1210,,BILIRUBINAEMIA,빌리루빈혈증,,,,
0339,003,0356,0700,1210,,BILIVERDIN INCREASED,빌리베르딘증가,,,,
0339,004,0356,0700,1210,,HYPERBILIRUBINAEMIA,고빌리루빈혈증,,,,
0339,005,0356,0700,1210,,BILIRUBIN INCREASED,빌리루빈증가,,,,
0339,006,0356,0700,1210,,CHOLURIA,담즙뇨,쓸개즙뇨,,,
0339,007,0356,0700,1210,,BLOOD BILIRUBIN UNCONJUGATED INCREASED,혈중비포합빌리루빈증가,혈중비결합빌리루빈증가,,,
0339,008,0356,0700,1210,,BLOOD BILIRUBIN UNCONJUGATED,혈중비포합빌리루빈,혈중비결합빌리루빈,,,
0340,001,0348,0700,,,BSP TEST ABNORMAL,BSP검사이상,,,,
0340,003,0348,0700,,,BROMSULPHALEIN RETENTION,부롬술팔레인잔류,,,,
0340,004,0348,0700,,,SULPHOBROMOPHTHALEIN RETENTION,설포브로모프탈레인잔류,,,,
0341,001,0348,0700,,,CEPHALIN FLOCCULATION ABNORMAL,세팔린면상시험이상,세팔린솜털침전이상,,,
0341,003,0348,0700,,,CFT ABNORMAL,CFT이상,,,,
0342,001,0345,0700,,,CHOLECYSTITIS,담낭염,쓸개염,,,
0342,003,0345,0700,,,CHOLECYSTITIS ACUTE,급성담낭염,급성쓸개염,,,
0342,004,0345,0700,,,CHOLECYSTITIS CHRONIC,만성담낭염,만성쓸개염,,,
0342,005,0345,0700,,,CHOLECYSTIS GANGRENOUS,괴저성담낭염,괴저성쓸개염,,,
0343,001,0345,0700,,,CHOLELITHIASIS,담석증,쓸개결석,,,
0343,003,0345,0700,,,BILIARY STONES,담석,쓸개결석,,,
0343,004,0345,0700,,,GALLBLADDER STONES,담낭석,담석,쓸개결석,,
0343,005,0345,0700,,,BILIARY SLUDGE,담즙찌꺼기,쓸개즙찌꺼기,,,
0344,001,,0700,,,COMA HEPATIC,간성혼수,간혼수,,,
0344,003,,0700,,,HEPATIC ENCEPHALOPATHY,간성뇌증,간뇌병증,,,
0345,001,0345,0700,,,GALLBLADDER DISORDER,담낭질환,쓸개장애,담낭장애,쓸개질환,
0345,002,0345,0700,,,GALLBLADDER NON-FUNCTIONING,무기능담낭,무기능쓸개,기능을하지않는담낭,기능을하지않는쓸개,
0345,003,0345,0700,,,GALLBLADDER ENLARGEMENT,쓸개비대,담낭확장,,,
0346,001,,0900,0700,,GYNAECOMASTIA,여성형유방,여성형유방증,,,
0346,003,,0900,0700,,BREAST ENLARGEMENT MALE,남성가슴비대,,,,
0346,004,,0900,0700,,GYNAECOMASTIA AGGRAVATED,여성형유방악화,,,,
0347,001,0353,0700,,,HEPATIC CIRRHOSIS,간경변,간경화,간경변증,간경화증,
0348,001,0348,0700,,,HEPATIC FUNCTION ABNORMAL,간기능이상,,,,
0348,003,0348,0700,,,HEPATIC DYSFUNCTION NONICTERIC,무황달성간기능장애,황달기가없는간기능장애,,,
0348,004,0348,0700,,,LIVER FUNCTION TESTS ABNORMAL NOS,상세불명의간기능검사이상,상세불명의간기능이상,,,
0348,005,0348,0700,,,HEPATIC FUNCTION ABNORMAL AGGRAVATED,간기능이상악화,,,,
0348,006,0348,0700,,,HEPATIC DISORDER AGGRAVATED,간질환악화,간장애악화,,,
0349,001,0353,0700,,,HEPATIC NECROSIS,간괴사,,,,
0350,001,0353,0700,,,HEPATITIS,간염,,,,
0350,003,0353,0700,,,HEPATITIS TOXIC,독성간염,,,,
0350,004,0353,0700,,,HEPATITIS NOS,상세불명의간염,,,,
0350,005,0353,0700,,,HEPATITIS GRANULOMATOUS,육아종성간염,,,,
0350,007,0353,0700,,,HEPATITIS FULMINANT,전격성간염,전격간염,,,
0350,008,0353,0700,,,HEPATITIS AGGRAVATED,간염악화,,,,
0350,009,0353,0700,,,HEPATITIS ACUTE,급성간염,,,,
0351,001,0353,0700,,,HEPATITIS CHOLESTATIC,담즙정체성간염,담즙정체간염,,,
0351,003,0353,0700,,,CHOLANGIOLITIS TOXIC,독성세담관염,독성쓸개세관염,,,
0351,004,0353,0700,,,CHOLESTASIS INTRAHEPATIC,간내담즙정체,간내쓸개즙정체,,,
0351,005,0353,0700,,,HEPATITIS TOXIC OBSTRUCTIVE,독성폐쇄성간염,페쇄성독성간염,,,
0351,006,0353,0700,,,JAUNDICE CHOLESTATIC,담즙정체성황달,쓸개즙정체황달,,,
0351,007,0353,0700,,,LIVER INJURY MIXED,혼합성간손상,혼합된간손성,혼합형간손상,,
0351,008,0353,0700,,,LIVER INJURY CHOLESTATIC,담즙정체성간손상,쓸개즙정체성간손상,,,
0352,001,0352,0700,1830,,HEPATITIS INFECTIOUS,감염성간염,,,,
0353,001,0353,0700,,,HEPATOCELLULAR DAMAGE,간세포손상,간세포성손상,,,
0353,003,0353,0700,,,LIVER CELL DAMAGE,간세포손상,,,,
0353,004,0353,0700,,,HEPATIC DAMAGE,간손상,,,,
0353,005,0353,0700,,,HEPATIC DISEASE,간질환,,,,
0353,006,0353,0700,,,HEPATOTOXIC EFFECT,간독성작용,간독성효과,,,
0353,007,0353,0700,,,JAUNDICE HEPATOCELLULAR,간세포성황달,,,,
0353,008,0353,0700,,,ALCOHOLIC LIVER DISEASE,알코올성간질환,알콜성간질환,,,
0353,009,0353,0700,,,BIOPSY LIVER ABNORMAL,간생검이상,간생검비정상,,,
0353,010,0353,0700,,,HEPATIC FAILURE ACUTE,급성간기능상실,급성간실조,,,
0354,001,,0700,1810,,HEPATOMEGALY,간비대,간종대,,,
0354,003,,0700,1810,,LIVER ENLARGEMENT,간비대,간종대,,,
0355,001,,0700,1810,,HEPATOSPLENOMEGALY,간비장비대,간지라비대,,,
0356,001,0356,0700,1210,,JAUNDICE,황달,,,,
0356,003,0356,0700,1210,,ICTERUS,황달,,,,
0356,004,0356,0700,1210,,YELLOW SKIN,노란피부,황색피부,,,
0357,001,,1600,0700,1210,JAUNDICE NEONATAL,신생아황달,,,,
0357,003,,1600,0700,1210,JAUNDICE OF NEWBORN,신생아황달,,,,
0357,004,,1600,0700,1210,BILIRUBINAEMIA NEWBORN,신생아빌리루빈혈증,,,,
0357,005,,1600,0700,1210,ICTERUS NEONATORUM,신생아황달,,,,
0358,001,0353,0700,,,LIVER FATTY,지방간,,,,
0358,003,0353,0700,,,LIVER FATTY DEPOSITION,간지방침전,지방의간침착,지방간침전,,
0358,004,0353,0700,,,LIVER FATTY INFILTRATION,간지방침윤,지방의간침윤,지방간침윤,,
0358,005,0353,0700,,,LIVER FATTY METAMORPHOSIS,간지방변성,지방간변성,간의지방변성,간지방변화,
0358,006,0353,0700,,,LIVER FATTY PHANEROSIS,간지방변성,지방간변성,간의지방변성,간지방변화,
0358,007,0353,0700,,,LIVER FATTY CHANGE,간의지방변화,지방간변화,,,
0358,008,0353,0700,,,LIVER FATTY DEGENERATION,간의지방변성,지방간변성,,,
0358,009,0353,0700,,,HEPATIC STEATOSIS,간지방증,,,,
0359,001,,0700,1020,,SGOT INCREASED,에스지오티증가,sgot증가,,에이에스티증가,
0359,003,,0700,1020,,GLUTAMIC-OXALOACETIC TRANSAMINASE INCREASED,글루타민옥살로초산전이효소증가,글루타민옥살로아세테이트산트란스아미나제증가,,,
0359,004,,0700,1020,,SERUM GLUTAMIC-OXALOACETIC TRANSAMINASE INCREASED,혈청글루타민옥살로초산전이효소증가,혈청 글루타민옥살로아세테이트산트란스아미나제증가,,,
0359,005,,0700,1020,,ASAT INCREASED,ASAT증가,에이에스에이티증가,아스파르테이트아미노전이효소증가,아스파라진산아미노전이효소증가,
0359,006,,0700,1020,,AST INCREASED,AST증가,에이에스티증가,아스파르테이트아미노전이효소증가,아스파라진산아미노전이효소증가,
0359,007,,0700,1020,,ASPARTATE AMINOTRANSFERASE INCREASED,아스파르테이트아미노전이효소증가,아스파라진산아미노전이효소증가,,,
0360,001,,0700,1020,,SGPT INCREASED,SGPT증가,에스지피티증가,혈청글루타민산피루빈산트랜스아미나제즈가,,
0360,003,,0700,1020,,GLUTAMIC-PYRUVIC TRANSAMINASE INCREASED,글루타민산피루빈산트랜스아미나제증가,글루탐피루빈산전이효소증가,,,
0360,004,,0700,1020,,SERUM GLUTAMIC-PYRUVIC TRANSAMINASE INCREASED,혈청글루타믹피루빈산전이효소증가,혈청글루탐피루빈산트란스아미나제증가,,,
0360,005,,0700,1020,,ALAT INCREASED,ALAT증가,에이엘에이티증가,알라닌아미노전이효소증가,,
0360,006,,0700,1020,,ALT INCREASED,ALT증가,에이엘티증가,알라닌아미노전이효소증가,,
0360,007,,0700,1020,,ALANINE AMINOTRANSFERASE INCREASED,알라닌아미노전이효소증가,,,,
0361,001,0348,0700,,,THYMOL TURBIDITY ABNORMAL,티몰혼탁도이상,티몰혼탁이상,,,
0362,001,,0700,1210,,PORPHYRIA,포르피린증,,,,
0362,003,,0700,1210,,PORPHYRIA TYPE SYNDROME,포르피린증형증후군,포르피린증형태증후군,,,
0362,004,,0700,1210,,PORPHYRINS URINARY EXCRETION INCREASED,포르피린요배설증가,요중포르피린배설증가,포르피린소변배출증가,,
0362,005,,0700,1210,,UROPORPHYRIN EXCRETION INCREASED,유로포르피린배설증가,,,,
0362,006,,0700,1210,,PORPHOBILINOGEN INCREASED,포르포빌리노겐증가,,,,
0362,007,,0700,1210,,PORPHYRIA AGGRAVATED,포르피린증악화,,,,
0362,008,,0700,1210,,PORPHYRIA CUTANEA TARDA,지연성피부포르피린증,지연성피부성포르피린증,,,
0363,001,0363,0800,,,ACIDOSIS,산증,산독증,,,
0363,003,0363,0800,,,BICARBONATE RESERVE DECREASED,중탄산염예비력감소,,,,
0363,004,0363,0800,,,PH REDUCED,PH감소,피에이치감소,수소이온농도지수감소,,
0363,005,0363,0800,,,ACIDOSIS METABOLIC,대사성산증,대사성산독증,,,
0363,006,0363,0800,,,BLOOD BICARBONATE DECREASED,혈중중탄산염감소,혈중바이카보네이트감소,,,
0363,007,0363,0800,,,BLOOD PH DECREASED,혈액피에이치감소,혈액pH감소,,,
0363,008,0363,0800,,,ACIDOSIS HYPERCHLORAEMIC,고염소혈증성산증,,,,
0364,001,0363,0800,,,ACIDOSIS LACTIC,젖산산증,유산산증,젖산산독증,,
0364,003,0363,0800,,,LACTATE BLOOD INCREASE,혈중젖산증가,혈중젖산염증가,,,
0365,001,0365,0800,,,ALKALOSIS,알칼리증,,,,
0365,003,0365,0800,,,ALKALOSIS METABOLIC,대사성알칼리증,,,,
0365,004,0365,0800,,,ALKALOSIS HYPOCHLORAEMIC,저염소혈증성알칼리증,,,,
0365,005,0365,0800,,,BLOOD LACTIC ACID DECREASED,혈중젖산감소,혈중유산감소,,,
0366,001,0365,0800,,,ALKALOSIS RESPIRATORY,호흡성알칼리증,호흡알칼리증,,,
0368,001,,0800,1810,,CACHEXIA,전신쇠약,악액질,카켁시아,,
0368,003,,0800,1810,,CATABOLISM EXTREME,극심한대사증가,,,,
0368,004,,0800,1810,,WASTING,소모,체력소모,,,
0368,005,,0800,1810,,INANITION,기아쇠약,영양실조,,,
0368,006,,0800,1810,,EMACIATION,수척,쇠약,,,
0368,007,,0800,1810,,HYPERCATABOLISM,대사증가,과대사상태,,,
0369,001,,0800,,,CALCINOSIS,석회증,,,,
0369,003,,0800,,,CALCIUM DEPOSITS,칼슘침전,칼슘침착,,,
0369,004,,0800,,,CALCIFICATION METASTATIC,전이성석회화,전이석회화,,,
0369,005,,0800,,,CALCIPHYLAXIS,칼시필락시스,칼시피락시스,,,
0369,006,,0800,,,CALCIFICATION DYSTROPHIC,비정상조직석회화,이형성석회화,,,
0370,001,,0800,,,DEHYDRATION,탈수,탈수증,,,
0370,003,,0800,,,FLUID LOSS,체액손실,,,,
0370,004,,0800,,,HYPERTONICITY,고장성,체액농도증가,,,
0371,001,0371,0800,,,DIABETES MELLITUS,당뇨병,,,,
0371,003,0371,0800,,,DIABETES MELLITUS PRECIPITATED,촉진된당뇨병,,,,
0371,004,0371,0800,,,DIABETES MELLITUS NON INSULIN-DEPENDENT,인슐린비의존성당뇨병,인슐린비의존당뇨병,,,
0371,005,0371,0800,,,DIABETES GESTATIONAL,임신당뇨병,임신성당뇨병,,,
0372,001,0371,0800,,,DIABETES MELLITUS AGGRAVATED,당뇨병악화,,,,
0372,002,0371,0800,,,GLYCOSYLATED HAEMOGLOBIN INCREASED,당화혈색소증가,,,,
0373,001,0371,0800,,,DIABETES MELLITUS REACTIVATED,재활성화된당뇨병,당뇨병재발,,,
0374,001,0374,0800,,,ELECTROLYTE ABNORMALITY,전해질이상,,,,
0374,003,0374,0800,,,ELECTROLYTE DEPLETION,전해질고갈,전해질부족,,,
0375,001,,0800,,,GLOBULINS INCREASED,글로불린증가,,,,
0375,003,,0800,,,GLOBULINS SERUM INCREASED,혈청글로불린증가,,,,
0376,001,,0800,,,GLUCOSE TOLERANCE ABNORMAL,당부하이상,내당능이상,,,
0376,003,,0800,,,GTT ABNORMAL,당부하검사이상,내당능이상,,,
0376,004,,0800,,,GLUCOSE TOLERANCE CURVE ABNORMAL,당부하곡선이상,,,,
0376,005,,0800,,,DIABETIC TYPE CURVE,당뇨형커브,,,,
0376,006,,0800,,,BLOOD GLUCOSE ABNORMAL,혈당이상,,,,
0376,007,,0800,,,GLUCOSE INTOLERANCE GESTATIONAL,임신성당불내증,,,,
0377,001,,0800,,,GLYCOSURIA,당뇨,,,,
0377,003,,0800,,,SUGAR URINARY,당뇨,요당,,,
0377,004,,0800,,,GLUCOSURIA FALSE POSITIVE,위양성당뇨,당뇨위양성,,,
0377,005,,0800,,,GLYCOSURIA AGGRAVATED,당뇨악화,,,,
0377,006,,0800,,,GLYCOSURIA RENAL,신성당뇨,신장성당뇨,콩팥성당뇨,,
0378,001,0385,0800,,,GOUT,통풍,,,,
0378,003,0385,0800,,,HYPERURICAEMIC ARTHRITIS,고요산혈증성관절염,,,,
0378,004,0385,0800,,,GOUTY ARTHRITIS,통풍성관절염,통풍관절염,,,
0378,005,0385,0800,,,GOUT AGGRAVATED,통풍악화,,,,
0379,001,,0800,,,GROWTH RETARDED,성장지연,,,,
0380,001,0374,0800,,,HYPERCALCAEMIA,고칼슘혈증,,,,
0380,003,0374,0800,,,CALCIUM REPLETION SERUM,혈청칼슘충만,,,,
0380,004,0374,0800,,,CALCIUM INCREASED SERUM,혈청칼슘증가,,,,
0380,005,0374,0800,,,HYPERCALCAEMIA AGGRAVATED,고칼슘혈증악화,,,,
0381,001,0820,0800,,,HYPERCHOLESTEROLAEMIA,고콜레스테롤혈증,,,,
0381,003,0820,0800,,,CHOLESTEROL BLOOD EXCESSIVE,혈중콜레스테롤과다,혈중콜레스테롤과잉,,,
0381,004,0820,0800,,,CHOLESTEROL SERUM ELEVATED,혈중콜레스테롤상승,혈청콜레스테롤상승,,,
0381,005,0820,0800,,,CHOLESTEROL SERUM INCREASED,혈중콜레스테롤증가,혈청콜레스테롤증가,,,
0381,006,0820,0800,,,HYPERCHOLESTEROLAEMIA AGGRAVATED,고콜레스테롤혈증악화,,,,
0382,001,0371,0800,,,HYPERGLYCAEMIA,고혈당증,,,,
0382,003,0371,0800,,,SUGAR FASTING BLOOD LEVEL INCREASED,공복혈당치증가,,,,
0382,004,0371,0800,,,BLOOD SUGAR INCREASED,혈당증가,,,,
0382,005,0371,0800,,,SUGAR BLOOD LEVEL INCREASED,혈당치증가,혈당수치증가,,,
0382,006,0371,0800,,,INCREASED INSULIN REQUIREMENT,인슐린요구량증가,증가된인슐린요구량,,,
0383,001,0374,0800,,,HYPERKALAEMIA,고칼륨혈증,,,,
0383,003,0374,0800,,,POTASSIUM RETENTION,칼륨저류,칼륨정체,포타슘저류,,
0383,004,0374,0800,,,POTASSIUM SERUM INCREASED,혈청칼륨증가,혈중포타슘증가,,,
0383,005,0374,0800,,,HYPERPOTASSAEMIA,고포타슘혈증,,,,
0384,001,0374,0800,,,HYPERNATRAEMIA,고나트륨혈증,,,,
0384,003,0374,0800,,,SODIUM BLOOD INCREASED,혈중소듐증가,혈중나트륨증가,,,
0384,004,0374,0800,,,SODIUM REPLETION SERUM,혈청소듐과다,혈청나트륨과다,,,
0384,005,0374,0800,,,SODIUM RETENTION,소듐잔류,소듐저류,,,
0384,006,0374,0800,,,SODIUM INCREASED,소듐증가,나트륨증가,,,
0384,007,0374,0800,,,SALT INTOXICATION,염분중독,염중독,,,
0384,008,0374,0800,,,SALT RETENTION,염분저류,염잔류,염정체,,
0385,001,0385,0800,,,HYPERURICAEMIA,고요산혈증,,,,
0385,003,0385,0800,,,URATES BLOOD INCREASED,혈중요산염증가,혈중요산증가,,,
0385,004,0385,0800,,,URIC ACID BLOOD INCREASED,혈중요산증가,,,,
0385,005,0385,0800,,,URIC ACID RETENTION,요산잔류,요산저류,,,
0386,001,0385,0800,,,HYPERURICAEMIC NEPHROPATHY,고요산혈증성신증,고요산혈증성신병증,고요산혈증신증,고요산혈증성신장병,고요산혈증성콩팥병증
0387,001,0374,0800,,,HYPOCALCAEMIA,저칼슘혈증,,,,
0387,003,0374,0800,,,CALCIUM DEFICIENCY,칼슘결핍,칼슘부족,,,
